m,TagName,
"2020-12-01 00:00:00","c#","5715"
"2020-12-01 00:00:00","c++","4435"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7768"
"2020-12-01 00:00:00","javascript","15932"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4778"
"2020-12-01 00:00:00","python","22076"
"2020-12-01 00:00:00","r","4331"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2089"
"2021-01-01 00:00:00","assembly","306"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6163"
"2021-01-01 00:00:00","c++","4090"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7995"
"2021-01-01 00:00:00","javascript","16785"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4746"
"2021-01-01 00:00:00","python","22781"
"2021-01-01 00:00:00","r","4335"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2303"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2232"
"2021-02-01 00:00:00","c#","5773"
"2021-02-01 00:00:00","c++","4077"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7537"
"2021-02-01 00:00:00","javascript","15202"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4384"
"2021-02-01 00:00:00","python","21329"
"2021-02-01 00:00:00","r","4319"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2249"
"2021-03-01 00:00:00","assembly","318"
"2021-03-01 00:00:00","c","2473"
"2021-03-01 00:00:00","c#","6356"
"2021-03-01 00:00:00","c++","4279"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","753"
"2021-03-01 00:00:00","java","8623"
"2021-03-01 00:00:00","javascript","16681"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4733"
"2021-03-01 00:00:00","python","23722"
"2021-03-01 00:00:00","r","5162"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2376"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2290"
"2021-04-01 00:00:00","c#","5868"
"2021-04-01 00:00:00","c++","3910"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","620"
"2021-04-01 00:00:00","java","7880"
"2021-04-01 00:00:00","javascript","15775"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4295"
"2021-04-01 00:00:00","python","22308"
"2021-04-01 00:00:00","r","4790"
"2021-04-01 00:00:00","ruby","516"
"2021-04-01 00:00:00","swift","2105"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2076"
"2021-05-01 00:00:00","c#","5697"
"2021-05-01 00:00:00","c++","4162"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","639"
"2021-05-01 00:00:00","java","7901"
"2021-05-01 00:00:00","javascript","15725"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4247"
"2021-05-01 00:00:00","python","22288"
"2021-05-01 00:00:00","r","4659"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1850"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1860"
"2021-06-01 00:00:00","c#","5594"
"2021-06-01 00:00:00","c++","3802"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7537"
"2021-06-01 00:00:00","javascript","14907"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4062"
"2021-06-01 00:00:00","python","20777"
"2021-06-01 00:00:00","r","4271"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1780"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1608"
"2021-07-01 00:00:00","c#","5175"
"2021-07-01 00:00:00","c++","3473"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6918"
"2021-07-01 00:00:00","javascript","14677"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3883"
"2021-07-01 00:00:00","python","20480"
"2021-07-01 00:00:00","r","4041"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1955"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1522"
"2021-08-01 00:00:00","c#","5083"
"2021-08-01 00:00:00","c++","3229"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","741"
"2021-08-01 00:00:00","java","6710"
"2021-08-01 00:00:00","javascript","14532"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3848"
"2021-08-01 00:00:00","python","19741"
"2021-08-01 00:00:00","r","4030"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1882"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1698"
"2021-09-01 00:00:00","c#","5027"
"2021-09-01 00:00:00","c++","3575"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6578"
"2021-09-01 00:00:00","javascript","14339"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3700"
"2021-09-01 00:00:00","python","18918"
"2021-09-01 00:00:00","r","3893"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1613"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2085"
"2021-10-01 00:00:00","c#","5255"
"2021-10-01 00:00:00","c++","3692"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6526"
"2021-10-01 00:00:00","javascript","13740"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3583"
"2021-10-01 00:00:00","python","19709"
"2021-10-01 00:00:00","r","4163"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1561"
"2021-11-01 00:00:00","assembly","281"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5555"
"2021-11-01 00:00:00","c++","3787"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","648"
"2021-11-01 00:00:00","java","6871"
"2021-11-01 00:00:00","javascript","13374"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3473"
"2021-11-01 00:00:00","python","19946"
"2021-11-01 00:00:00","r","4020"
"2021-11-01 00:00:00","ruby","391"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","264"
"2021-12-01 00:00:00","c","2091"
"2021-12-01 00:00:00","c#","4999"
"2021-12-01 00:00:00","c++","3549"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","711"
"2021-12-01 00:00:00","java","6149"
"2021-12-01 00:00:00","javascript","12999"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3225"
"2021-12-01 00:00:00","python","18926"
"2021-12-01 00:00:00","r","3533"
"2021-12-01 00:00:00","ruby","366"
"2021-12-01 00:00:00","swift","1411"
"2022-01-01 00:00:00","assembly","227"
"2022-01-01 00:00:00","c","1940"
"2022-01-01 00:00:00","c#","5239"
"2022-01-01 00:00:00","c++","3590"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","738"
"2022-01-01 00:00:00","java","6403"
"2022-01-01 00:00:00","javascript","13862"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3363"
"2022-01-01 00:00:00","python","19592"
"2022-01-01 00:00:00","r","3843"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1723"
"2022-02-01 00:00:00","assembly","213"
"2022-02-01 00:00:00","c","1670"
"2022-02-01 00:00:00","c#","5072"
"2022-02-01 00:00:00","c++","3179"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","java","5887"
"2022-02-01 00:00:00","javascript","12734"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3113"
"2022-02-01 00:00:00","python","19176"
"2022-02-01 00:00:00","r","3906"
"2022-02-01 00:00:00","ruby","403"
"2022-02-01 00:00:00","swift","1593"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1940"
"2022-03-01 00:00:00","c#","5649"
"2022-03-01 00:00:00","c++","3490"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","756"
"2022-03-01 00:00:00","java","6534"
"2022-03-01 00:00:00","javascript","13512"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3123"
"2022-03-01 00:00:00","python","20626"
"2022-03-01 00:00:00","r","4473"
"2022-03-01 00:00:00","ruby","443"
"2022-03-01 00:00:00","swift","1733"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1735"
"2022-04-01 00:00:00","c#","5174"
"2022-04-01 00:00:00","c++","3454"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","708"
"2022-04-01 00:00:00","java","6327"
"2022-04-01 00:00:00","javascript","13405"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3172"
"2022-04-01 00:00:00","python","19762"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1442"
"2022-05-01 00:00:00","assembly","255"
"2022-05-01 00:00:00","c","1762"
"2022-05-01 00:00:00","c#","5468"
"2022-05-01 00:00:00","c++","3512"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","604"
"2022-05-01 00:00:00","java","6435"
"2022-05-01 00:00:00","javascript","13233"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3355"
"2022-05-01 00:00:00","python","19317"
"2022-05-01 00:00:00","r","4134"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1452"
"2022-06-01 00:00:00","assembly","237"
"2022-06-01 00:00:00","c","1554"
"2022-06-01 00:00:00","c#","5284"
"2022-06-01 00:00:00","c++","3064"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","674"
"2022-06-01 00:00:00","java","5687"
"2022-06-01 00:00:00","javascript","12555"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3186"
"2022-06-01 00:00:00","python","18683"
"2022-06-01 00:00:00","r","3886"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1505"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1377"
"2022-07-01 00:00:00","c#","5205"
"2022-07-01 00:00:00","c++","2976"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","679"
"2022-07-01 00:00:00","java","5382"
"2022-07-01 00:00:00","javascript","12679"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3076"
"2022-07-01 00:00:00","python","18953"
"2022-07-01 00:00:00","r","3653"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1464"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1428"
"2022-08-01 00:00:00","c#","5457"
"2022-08-01 00:00:00","c++","2934"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","788"
"2022-08-01 00:00:00","java","5278"
"2022-08-01 00:00:00","javascript","12998"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3108"
"2022-08-01 00:00:00","python","18586"
"2022-08-01 00:00:00","r","3780"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1476"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1543"
"2022-09-01 00:00:00","c#","4967"
"2022-09-01 00:00:00","c++","2766"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","784"
"2022-09-01 00:00:00","java","5016"
"2022-09-01 00:00:00","javascript","11834"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2824"
"2022-09-01 00:00:00","python","17010"
"2022-09-01 00:00:00","r","3533"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1488"
"2022-10-01 00:00:00","assembly","224"
"2022-10-01 00:00:00","c","1883"
"2022-10-01 00:00:00","c#","5012"
"2022-10-01 00:00:00","c++","2916"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","680"
"2022-10-01 00:00:00","java","5262"
"2022-10-01 00:00:00","javascript","11575"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2758"
"2022-10-01 00:00:00","python","18434"
"2022-10-01 00:00:00","r","3911"
"2022-10-01 00:00:00","ruby","372"
"2022-10-01 00:00:00","swift","1324"
"2022-11-01 00:00:00","assembly","268"
"2022-11-01 00:00:00","c","1997"
"2022-11-01 00:00:00","c#","5153"
"2022-11-01 00:00:00","c++","2951"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","693"
"2022-11-01 00:00:00","java","5387"
"2022-11-01 00:00:00","javascript","11658"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2778"
"2022-11-01 00:00:00","python","18780"
"2022-11-01 00:00:00","r","3992"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1431"
"2022-12-01 00:00:00","assembly","258"
"2022-12-01 00:00:00","c","1716"
"2022-12-01 00:00:00","c#","4646"
"2022-12-01 00:00:00","c++","2603"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","java","4787"
"2022-12-01 00:00:00","javascript","10220"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2362"
"2022-12-01 00:00:00","python","15803"
"2022-12-01 00:00:00","r","3205"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","swift","1220"
"2023-01-01 00:00:00","assembly","225"
"2023-01-01 00:00:00","c","1433"
"2023-01-01 00:00:00","c#","4691"
"2023-01-01 00:00:00","c++","2405"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4675"
"2023-01-01 00:00:00","javascript","9997"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2523"
"2023-01-01 00:00:00","python","14951"
"2023-01-01 00:00:00","r","3254"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","swift","1203"
"2023-02-01 00:00:00","assembly","170"
"2023-02-01 00:00:00","c","1228"
"2023-02-01 00:00:00","c#","4102"
"2023-02-01 00:00:00","c++","2033"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4075"
"2023-02-01 00:00:00","javascript","8452"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2010"
"2023-02-01 00:00:00","python","12996"
"2023-02-01 00:00:00","r","3267"
"2023-02-01 00:00:00","ruby","312"
"2023-02-01 00:00:00","swift","1062"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1179"
"2023-03-01 00:00:00","c#","4224"
"2023-03-01 00:00:00","c++","2323"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","597"
"2023-03-01 00:00:00","java","4442"
"2023-03-01 00:00:00","javascript","8445"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1884"
"2023-03-01 00:00:00","python","12745"
"2023-03-01 00:00:00","r","3291"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1127"
"2023-04-01 00:00:00","assembly","177"
"2023-04-01 00:00:00","c","1093"
"2023-04-01 00:00:00","c#","3301"
"2023-04-01 00:00:00","c++","1765"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","478"
"2023-04-01 00:00:00","java","3569"
"2023-04-01 00:00:00","javascript","6536"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1582"
"2023-04-01 00:00:00","python","10021"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","892"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","978"
"2023-05-01 00:00:00","c#","3220"
"2023-05-01 00:00:00","c++","1625"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3289"
"2023-05-01 00:00:00","javascript","6112"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1608"
"2023-05-01 00:00:00","python","9522"
"2023-05-01 00:00:00","r","2367"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","804"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","c","814"
"2023-06-01 00:00:00","c#","3238"
"2023-06-01 00:00:00","c++","1644"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","495"
"2023-06-01 00:00:00","java","3318"
"2023-06-01 00:00:00","javascript","5853"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1550"
"2023-06-01 00:00:00","python","9054"
"2023-06-01 00:00:00","r","2206"
"2023-06-01 00:00:00","ruby","191"
"2023-06-01 00:00:00","swift","929"
"2023-07-01 00:00:00","assembly","149"
"2023-07-01 00:00:00","c","839"
"2023-07-01 00:00:00","c#","3276"
"2023-07-01 00:00:00","c++","1658"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","489"
"2023-07-01 00:00:00","java","3142"
"2023-07-01 00:00:00","javascript","5915"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1442"
"2023-07-01 00:00:00","python","9003"
"2023-07-01 00:00:00","r","2021"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","934"
"2023-08-01 00:00:00","assembly","136"
"2023-08-01 00:00:00","c","795"
"2023-08-01 00:00:00","c#","3088"
"2023-08-01 00:00:00","c++","1517"
"2023-08-01 00:00:00","delphi","94"
"2023-08-01 00:00:00","go","462"
"2023-08-01 00:00:00","java","3041"
"2023-08-01 00:00:00","javascript","5229"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1502"
"2023-08-01 00:00:00","python","8261"
"2023-08-01 00:00:00","r","1998"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","769"
"2023-09-01 00:00:00","assembly","136"
"2023-09-01 00:00:00","c","821"
"2023-09-01 00:00:00","c#","2656"
"2023-09-01 00:00:00","c++","1382"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","397"
"2023-09-01 00:00:00","java","2677"
"2023-09-01 00:00:00","javascript","4495"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1390"
"2023-09-01 00:00:00","python","6980"
"2023-09-01 00:00:00","r","1740"
"2023-09-01 00:00:00","ruby","166"
"2023-09-01 00:00:00","swift","713"
"2023-10-01 00:00:00","assembly","161"
"2023-10-01 00:00:00","c","888"
"2023-10-01 00:00:00","c#","2626"
"2023-10-01 00:00:00","c++","1550"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","394"
"2023-10-01 00:00:00","java","2660"
"2023-10-01 00:00:00","javascript","4170"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1213"
"2023-10-01 00:00:00","python","7123"
"2023-10-01 00:00:00","r","1731"
"2023-10-01 00:00:00","ruby","164"
"2023-10-01 00:00:00","swift","735"
"2023-11-01 00:00:00","assembly","159"
"2023-11-01 00:00:00","c","895"
"2023-11-01 00:00:00","c#","2637"
"2023-11-01 00:00:00","c++","1332"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2594"
"2023-11-01 00:00:00","javascript","4006"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1193"
"2023-11-01 00:00:00","python","6750"
"2023-11-01 00:00:00","r","1659"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","711"
"2023-12-01 00:00:00","assembly","167"
"2023-12-01 00:00:00","c","814"
"2023-12-01 00:00:00","c#","2262"
"2023-12-01 00:00:00","c++","1302"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","311"
"2023-12-01 00:00:00","java","2029"
"2023-12-01 00:00:00","javascript","3713"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","991"
"2023-12-01 00:00:00","python","5601"
"2023-12-01 00:00:00","r","1349"
"2023-12-01 00:00:00","ruby","130"
"2023-12-01 00:00:00","swift","598"
"2024-01-01 00:00:00","assembly","165"
"2024-01-01 00:00:00","c","788"
"2024-01-01 00:00:00","c#","2309"
"2024-01-01 00:00:00","c++","1432"
"2024-01-01 00:00:00","delphi","84"
"2024-01-01 00:00:00","go","314"
"2024-01-01 00:00:00","java","2247"
"2024-01-01 00:00:00","javascript","4009"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1140"
"2024-01-01 00:00:00","python","6207"
"2024-01-01 00:00:00","r","1560"
"2024-01-01 00:00:00","ruby","148"
"2024-01-01 00:00:00","swift","703"
"2024-02-01 00:00:00","assembly","120"
"2024-02-01 00:00:00","c","729"
"2024-02-01 00:00:00","c#","2306"
"2024-02-01 00:00:00","c++","1326"
"2024-02-01 00:00:00","delphi","103"
"2024-02-01 00:00:00","go","286"
"2024-02-01 00:00:00","java","2212"
"2024-02-01 00:00:00","javascript","3658"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1055"
"2024-02-01 00:00:00","python","6196"
"2024-02-01 00:00:00","r","1562"
"2024-02-01 00:00:00","ruby","136"
"2024-02-01 00:00:00","swift","597"
"2024-03-01 00:00:00","assembly","136"
"2024-03-01 00:00:00","c","713"
"2024-03-01 00:00:00","c#","2407"
"2024-03-01 00:00:00","c++","1297"
"2024-03-01 00:00:00","delphi","93"
"2024-03-01 00:00:00","go","313"
"2024-03-01 00:00:00","java","2529"
"2024-03-01 00:00:00","javascript","4210"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1246"
"2024-03-01 00:00:00","python","6678"
"2024-03-01 00:00:00","r","1567"
"2024-03-01 00:00:00","ruby","125"
"2024-03-01 00:00:00","swift","660"
"2024-04-01 00:00:00","assembly","183"
"2024-04-01 00:00:00","c","734"
"2024-04-01 00:00:00","c#","2703"
"2024-04-01 00:00:00","c++","1296"
"2024-04-01 00:00:00","delphi","105"
"2024-04-01 00:00:00","go","301"
"2024-04-01 00:00:00","java","2544"
"2024-04-01 00:00:00","javascript","4181"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1181"
"2024-04-01 00:00:00","python","7252"
"2024-04-01 00:00:00","r","1532"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","680"
"2024-05-01 00:00:00","assembly","177"
"2024-05-01 00:00:00","c","657"
"2024-05-01 00:00:00","c#","2456"
"2024-05-01 00:00:00","c++","1415"
"2024-05-01 00:00:00","delphi","100"
"2024-05-01 00:00:00","go","267"
"2024-05-01 00:00:00","java","2235"
"2024-05-01 00:00:00","javascript","3924"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1148"
"2024-05-01 00:00:00","python","6808"
"2024-05-01 00:00:00","r","1370"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","603"
"2024-06-01 00:00:00","assembly","83"
"2024-06-01 00:00:00","c","530"
"2024-06-01 00:00:00","c#","1920"
"2024-06-01 00:00:00","c++","1055"
"2024-06-01 00:00:00","delphi","67"
"2024-06-01 00:00:00","go","223"
"2024-06-01 00:00:00","java","1659"
"2024-06-01 00:00:00","javascript","2911"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","944"
"2024-06-01 00:00:00","python","5001"
"2024-06-01 00:00:00","r","1084"
"2024-06-01 00:00:00","ruby","108"
"2024-06-01 00:00:00","swift","572"
"2024-07-01 00:00:00","assembly","90"
"2024-07-01 00:00:00","c","549"
"2024-07-01 00:00:00","c#","2070"
"2024-07-01 00:00:00","c++","1108"
"2024-07-01 00:00:00","delphi","54"
"2024-07-01 00:00:00","go","249"
"2024-07-01 00:00:00","java","1504"
"2024-07-01 00:00:00","javascript","2827"
"2024-07-01 00:00:00","perl","33"
"2024-07-01 00:00:00","php","855"
"2024-07-01 00:00:00","python","5126"
"2024-07-01 00:00:00","r","1046"
"2024-07-01 00:00:00","ruby","92"
"2024-07-01 00:00:00","swift","569"
"2024-08-01 00:00:00","assembly","110"
"2024-08-01 00:00:00","c","478"
"2024-08-01 00:00:00","c#","1818"
"2024-08-01 00:00:00","c++","1014"
"2024-08-01 00:00:00","delphi","82"
"2024-08-01 00:00:00","go","207"
"2024-08-01 00:00:00","java","1189"
"2024-08-01 00:00:00","javascript","2434"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","783"
"2024-08-01 00:00:00","python","4440"
"2024-08-01 00:00:00","r","873"
"2024-08-01 00:00:00","ruby","103"
"2024-08-01 00:00:00","swift","534"
"2024-09-01 00:00:00","assembly","85"
"2024-09-01 00:00:00","c","444"
"2024-09-01 00:00:00","c#","1556"
"2024-09-01 00:00:00","c++","975"
"2024-09-01 00:00:00","delphi","67"
"2024-09-01 00:00:00","go","152"
"2024-09-01 00:00:00","java","1267"
"2024-09-01 00:00:00","javascript","2151"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","604"
"2024-09-01 00:00:00","python","3671"
"2024-09-01 00:00:00","r","744"
"2024-09-01 00:00:00","ruby","81"
"2024-09-01 00:00:00","swift","503"
"2024-10-01 00:00:00","assembly","89"
"2024-10-01 00:00:00","c","465"
"2024-10-01 00:00:00","c#","1588"
"2024-10-01 00:00:00","c++","917"
"2024-10-01 00:00:00","delphi","84"
"2024-10-01 00:00:00","go","177"
"2024-10-01 00:00:00","java","1506"
"2024-10-01 00:00:00","javascript","1874"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","649"
"2024-10-01 00:00:00","python","3471"
"2024-10-01 00:00:00","r","784"
"2024-10-01 00:00:00","ruby","63"
"2024-10-01 00:00:00","swift","458"
"2024-11-01 00:00:00","assembly","98"
"2024-11-01 00:00:00","c","401"
"2024-11-01 00:00:00","c#","1352"
"2024-11-01 00:00:00","c++","845"
"2024-11-01 00:00:00","delphi","56"
"2024-11-01 00:00:00","go","125"
"2024-11-01 00:00:00","java","1257"
"2024-11-01 00:00:00","javascript","1635"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","539"
"2024-11-01 00:00:00","python","3136"
"2024-11-01 00:00:00","r","693"
"2024-11-01 00:00:00","ruby","75"
"2024-11-01 00:00:00","swift","386"
"2024-12-01 00:00:00","assembly","90"
"2024-12-01 00:00:00","c","328"
"2024-12-01 00:00:00","c#","1088"
"2024-12-01 00:00:00","c++","686"
"2024-12-01 00:00:00","delphi","42"
"2024-12-01 00:00:00","go","114"
"2024-12-01 00:00:00","java","1164"
"2024-12-01 00:00:00","javascript","1387"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","428"
"2024-12-01 00:00:00","python","2694"
"2024-12-01 00:00:00","r","549"
"2024-12-01 00:00:00","ruby","52"
"2024-12-01 00:00:00","swift","316"
"2025-01-01 00:00:00","assembly","68"
